Name5,FoodStoreCat5,LatinName5,HardinessUSDA,EdibilityRating5,MedicinalRating5,OtherUsesRating5
Beach Strawberry. Pacific beach strawberry. Sandwich beach strawberry,Fruit,Fragaria chiloensis,4-8,3,1,3
Hautbois Strawberry,Fruit,Fragaria moschata,5-8,3,0,2
Indian Strawberry,Fruit,Fragaria nubicola,5-8,2,1,
Wild Strawberry. Woodland strawberry. California strawberry,Fruit,Fragaria vesca,4-8,3,3,3
Alpine Strawberry,Fruit,Fragaria vesca 'Semperflorens',6-9,5,3,
Scarlet Strawberry. Virginia strawberry,Fruit,Fragaria virginiana,4-8,3,2,2
Green Strawberry,Fruit,Fragaria viridis,6-9,3,0,3
Strawberry,Fruit,Fragaria x ananassa,4-8,5,0,3
Green Gentian. Elkweed,Other,Frasera speciosa,6-9,1,2,
White Ash,Other,Fraxinus americana,4-7,1,2,0
Narrow-Leaved Ash,Other,Fraxinus angustifolia,5-9,1,0,
Xiao Ye Qin,Other,Fraxinus bungeana,5-9,0,2,
Hua Qu Liu,Other,Fraxinus chinensis rhynchophylla,5-8,0,2,
Ash. European ash. Common Ash,Other,Fraxinus excelsior,6-9,2,2,3
Oregon Ash,Other,Fraxinus latifolia,4-8,0,1,
Manna Ash. Flowering ash,Other,Fraxinus ornus,4-10,3,3,
Red Ash. Green ash. Water Ash,Other,Fraxinus pennsylvanica,4-8,1,1,0
Blue Ash,Other,Fraxinus quadrangulata,4-8,0,0,
Ash,Other,Fraxinus sieboldiana,6-9,0,0,
Texas White Ash,Other,Fraxinus texensis,4-8,0,0,
Chocolate Lily. Checker lily,Other,Fritillaria affinis,4-8,3,0,0
Purple Fritillary. Spotted fritillary,Other,Fritillaria atropurpurea,6-9,2,1,
Kamchatka Lily. Kamchatka fritillary,Other,Fritillaria camschatcensis,4-8,4,0,
Chuan Bei Mu,Other,Fritillaria cirrhosa,6-9,2,3,
Snakehead Fritillary. Chequered lily. Checkered Fritillary,Other,Fritillaria meleagris,4-7,0,1,
Pale-Flowered Fritillary,Other,Fritillaria pallidiflora,3-7,0,3,
Yellow Fritillary,Other,Fritillaria pudica,3-7,3,0,
Fuchsia. Hardy fuchsia,Other,Fuchsia magellanica,4-8,2,1,
Fumitory. Drug fumitory,Other,Fumaria officinalis,5-9,1,3,
Yellow Star Of Bethlehem,Other,Gagea lutea,5-9,1,0,
Blanket flower,Other,Gaillardia x grandiflora,5-9,1,0,3
Snowdrop. Common Snowdrop,Other,Galanthus nivalis,5-10,0,1,
Beetleweed. Wandflower,Other,Galax urceolata,3-8,0,1,2
Goat's Rue. Professor-weed,Other,Galega officinalis,3-8,2,3,0
Goosegrass. Coachweed. Catchweed. Stickywilly,Other,Galium aparine,5-9,2,3,3
Hedge Bedstraw. False baby's breath,Other,Galium mollugo,5-9,1,2,0
Sweet Woodruff. Sweetscented bedstraw. Bedstraw,Other,Galium odoratum,4-8,3,3,3
Lady's Bedstraw. Yellow Spring bedstraw. Wirtgen's bedstraw,Other,Galium verum,3-6,3,2,0
Fever Bush. Bearbrush,Other,Garrya fremontii,5-9,0,1,
Tien Ma,Other,Gastrodia elata,3-9,2,3,
Creeping Snowberry,Fruit,Gaultheria hispidula,4-10,4,1,4
Alpine Wintergreen. Alpine spicywintergreen,Other,Gaultheria humifusa,5-8,4,0,3
Creeping Snowberry,Fruit,Gaultheria japonica,5-9,4,1,3
Prickly heath,Other,Gaultheria mucronata,4-10,4,0,3
Mountain Checkerberry. Western teaberry,Fruit,Gaultheria ovatifolia,6-8,3,0,3
Checkerberry. Eastern teaberry. Teaberry. Creeping Wintergreen,Fruit,Gaultheria procumbens,5-8,4,3,4
Shallon. Salal,Other,Gaultheria shallon,3-7,5,2,3
Black Huckleberry,Fruit,Gaylussacia baccata,4-9,4,1,0
Box Huckleberry,Fruit,Gaylussacia brachycera,4-8,2,0,2
Dwarf Huckleberry,Fruit,Gaylussacia dumosa,4-8,3,0,0
Dangleberry. Blue huckleberry,Fruit,Gaylussacia frondosa,5-9,3,0,0
Bear Huckleberry,Fruit,Gaylussacia ursina,3-9,2,0,
Spanish Gorse,Other,Genista hispanica,3-9,0,1,
Hairy greenweed. silkyleaf broom,Other,Genista pilosa,4-8,0,0,3
Creeping broom. Creeping hairy broom,Other,Genista pilosa procumbens,4-9,0,0,3
Winged Broom. Arrow Broom,Other,Genista sagittalis,3-8,0,0,3
Dyer's Greenweed. Common Woadwaxen. Broom,Other,Genista tinctoria,4-9,1,2,3
Gentian,Other,Gentiana acaulis,3-10,0,3,
Closed Bottle Gentian. Dakota gentian,Other,Gentiana andrewsii,4-8,0,3,
Yellow Gentian,Other,Gentiana lutea,6-9,1,5,
Qin Jiao,Other,Gentiana macrophylla,4-11,1,3,
Downy gentian,Other,Gentiana puberulenta,5-9,0,3,
Spotted Gentian,Other,Gentiana punctata,4-8,1,3,
Harvestbells,Other,Gentiana saponaria,6-9,0,3,
Long Dan Cao,Other,Gentiana scabra,6-9,1,3,
Cut-Leafed Cranesbill. Cutleaf geranium,Other,Geranium dissectum,5-9,1,2,0
Wooly Geranium,Other,Geranium erianthum,4-8,1,1,
Geranium. Cranesbill,Other,Geranium incanum,4-8,1,0,
Shining geranium,Other,Geranium lucidum,6-9,0,1,
Bigroot Geranium,Other,Geranium macrorrhizum,4-8,0,1,
Spotted Cranesbill. Spotted geranium. Crowfoot. Wild Geranium. Cranesbill,Other,Geranium maculatum,4-8,0,3,2
Nepalese Crane's Bill,Other,Geranium nepalense,4-8,1,2,
Meadow Crane's Bill. Meadow geranium. Geranium,Other,Geranium pratense,5-9,0,2,
Small geranium,Other,Geranium pusillum,6-9,0,1,
Herb Robert. Robert geranium,Herbs,Geranium robertianum,5-9,0,2,2
Roundleaf geranium,Other,Geranium rotundifolium,6-9,0,1,
Siberian geranium,Other,Geranium sibiricum,6-9,0,1,
Wood Cranesbill. Woodland geranium,Other,Geranium sylvaticum,6-9,0,0,
Thunberg's geranium,Other,Geranium thunbergii,5-9,1,1,
Sticky Geranium. Sticky purple geranium,Other,Geranium viscosissimum,3-6,1,2,
Yellow Avens,Other,Geum aleppicum,6-8,1,2,
White Avens. Texan avens,Other,Geum canadense,5-9,2,0,
Water Avens. Purple avens,Other,Geum rivale,4-8,3,2,1
Wood Avens. Bennet's Root - Old man's whiskers. Herb bennet,Herbs,Geum urbanum,4-8,3,3,2
American Ipecacuanna. American ipecac,Other,Gillenia stipulata,3-7,0,3,
Indian Physic. Bowman's root,Other,Gillenia trifoliata,3-8,0,3,
Maidenhair Tree. Ginkgo,Herbs,Ginkgo biloba,3-7,5,5,2
Rose Verbena,Other,Glandularia canadensis,3-8,0,0,3
Horned Poppy. Yellow hornpoppy,Other,Glaucium flavum,5-9,2,1,
Ground Ivy. Field Balm. Gill Over The Ground. Runaway Robin,Other,Glechoma hederacea,6-9,2,3,3
Water Locust,Other,Gleditsia aquatica,6-9,0,0,
Caspian Locust,Other,Gleditsia caspica,5-11,1,0,
Honey Locust,Other,Gleditsia triacanthos,3-8,3,2,2
Floating Manna Grass. Water mannagrass,Other,Glyceria fluitans,4-8,3,0,
American Liquorice,Other,Glycyrrhiza lepidota,3-10,4,3,3
Gan Cao,Other,Glycyrrhiza uralensis,5-9,3,4,3
Western Rattlesnake Plantain,Other,Goodyera oblongifolia,3-7,1,1,
Downy Rattlesnake Plantain,Other,Goodyera pubescens,3-10,0,2,
Creeping Lady's Tresses. Lesser rattlesnake plantain,Other,Goodyera repens,6-9,0,2,
Upland Cotton,Other,Gossypium hirsutum,6-9,2,1,4
Rosin Weed. Narrowleaf gumweed. Texan gumweed,Other,Grindelia lanceolata,6-9,1,3,
Great Valley Gumweed,Other,Grindelia robusta,6-9,1,2,
Rosin Weed. Curlycup gumweed,Other,Grindelia squarrosa,2-7,2,3,0
Gunnera. Chilean gunnera,Other,Gunnera tinctoria,2-6,1,1,
Fragrant Orchid,Other,Gymnadenia conopsea,6-9,2,2,
Northern oak fern,Other,Gymnocarpium dryopteris,5-9,0,0,3
Kentucky Coffee Tree,Other,Gymnocladus dioica,5-9,3,2,
Baby's Breath,Other,Gypsophila paniculata,4-8,0,1,0
Caucasian spinach,Other,Hablitzia tamnoides,3-7,4,0,1
Spurred Gentian,Other,Halenia elliptica,6-10,0,2,
Silver-Bell Tree. Carolina silverbell. Mountain silverbell,Other,Halesia carolina,3-7,1,0,
Silverbell or Mountain Silverbell,Other,Halesia tetraptera,5-9,2,0,2
Witch Hazel. American witchhazel. Common Witchhazel. Virginian Witchhazel. Witchhazel,Other,Hamamelis virginiana,6-9,1,5,
Great Orme Hebe,Other,Hebe 'Great Orme',4-8,0,0,3
New Zealand hebe,Other,Hebe speciosa,5-9,0,0,2
American Pennyroyal. American false pennyroyal,Other,Hedeoma pulegioides,5-9,3,3,
Ivy. English ivy. Algerian ivy. Baltic Ivy. Common Ivy,Other,Hedera helix,6-9,0,3,4
Alpine Sweetvetch,Other,Hedysarum alpinum,3-7,3,0,
Sweet Vetch. Utah sweetvetch. Northern sweetvetch,Other,Hedysarum boreale,4-8,4,0,3
Liquorice Root,Other,Hedysarum boreale mackenzii,4-8,4,0,
Alpine French Honeysuckle,Other,Hedysarum hedysaroides,4-8,3,0,
Liquorice Root. Western sweetvetch,Other,Hedysarum occidentale,6-9,4,0,
Sneezeweed. Common sneezeweed. Fall sneezeweed. Mountain sneezeweed. False Sunflower,Other,Helenium autumnale,4-8,0,2,0
Owls Claws. Orange Sneezeweed,Other,Helenium hoopesii,4-8,1,1,
Frostweed. Longbranch frostweed,Other,Helianthemum canadense,3-7,0,2,
Common Rockrose. Sun Rose. Rock Rose,Other,Helianthemum nummularium,4-8,0,1,
Sunflower. Common sunflower,Other,Helianthus annuus,6-9,5,2,5
Thinleaf sunflower,Other,Helianthus decapetalus,4-8,0,0,2
Giant Sunflower,Other,Helianthus giganteus,3-8,3,0,0
Perennial Sunflower,Other,Helianthus hybrids,3-8,4,2,2
Showy Sunflower. Cheerful sunflower,Other,Helianthus laetiflorus,3-8,2,0,
Maximillian Sunflower. Maximillian Daisy,Other,Helianthus maximilianii,5-9,3,0,0
Stiff Sunflower. Prairie Sunflower,Other,Helianthus pauciflorus,5-9,4,0,1
Prairie Sunflower,Other,Helianthus petiolaris,6-9,2,1,0
Paleleaf Woodland Sunflower,Other,Helianthus strumosus,5-9,2,1,
Jerusalem Artichoke,Other,Helianthus tuberosus,5-9,4,1,3
Everlasting Flower,Other,Helichrysum arenarium,5-9,0,2,
False sunflower. Oxeye sunflower,Other,Heliopsis helianthoides,6-11,2,0,2
Stinking Hellebore. Setterwort. Bear's Foot. Bearsfoot. Setterwort. Stinkwort. Stinking Hellebore,Other,Helleborus foetidus,4-8,0,2,
Black Hellebore,Other,Helleborus niger,3-8,0,2,
Green Hellebore,Other,Helleborus viridis,3-7,0,2,
Citron daylily,Other,Hemerocallis citrina,4-8,4,1,2
Dumortier's daylily,Other,Hemerocallis dumortieri,4-8,4,1,3
Common Day Lily. Orange daylily. Tawny Daylily. Double Daylily,Other,Hemerocallis fulva,5-9,5,2,2
Yellow Day Lily,Other,Hemerocallis lilioasphodelus,3-11,4,2,2
Coastal Day Lily,Other,Hemerocallis littorea,3-11,4,1,2
Amur daylily. Middendorf. Daylily,Other,Hemerocallis middendorffii,4-8,5,1,2
Grassleaf Day Lily. Small daylily,Other,Hemerocallis minor,1-9,4,1,2
American Liverleaf. Sharp-lobed Hepatica. Hepatica,Other,Hepatica acutiloba,5-9,0,2,
American Liverleaf. Alumroot. Round Lobed Hepatica,Other,Hepatica americana,6-9,0,2,
Hepatica. Sharplobe hepatica. Roundlobe hepatica,Other,Hepatica nobilis,6-9,0,2,
Cow Parsnip. Eltrot,Other,Heracleum sphondylium,5-9,3,2,2
Cow Parsnip,Other,Heracleum sphondylium montanum,5-9,3,2,
Rupture Wort. Smooth rupturewort,Other,Herniaria glabra,5-9,0,2,
Hairy Rupture Wort,Other,Herniaria hirsuta,4-8,0,1,
New Mexico false yucca,Other,Hesperaloe funifera,5-9,0,0,
Sweet Rocket. Dames rocket.,Other,Hesperis matronalis,5-9,2,1,0
Rock Geranium. American alumroot. Alumroot. Coral Bells. Rock Geranium,Other,Heuchera americana,5-10,0,3,2
Alum Root. Roundleaf alumroot. Alpine alumroot. Beautiful alumroot. Poker alumroot,Other,Heuchera cylindrica,3-7,1,2,
Alum Root. Crevice alumroot,Other,Heuchera diversifolia,4-8,1,1,
Alpine Heuchera,Other,Heuchera glabra,6-9,1,1,
Alum Root. Crevice alumroot. Hartweg's alumroot. Coral Bells,Other,Heuchera micrantha,3-8,1,2,
Alum Root. Coralbells. Crimson Bells,Other,Heuchera sanguinea,3-7,0,0,
Kenaf. Brown Indianhemp,Other,Hibiscus cannabinus,4-8,4,2,3
Swamp Rose Mallow. Crimsoneyed rosemallow. Wild Cotton. Common Rosemallow. Eastern Rosemallow. Swamp,Other,Hibiscus moscheutos,3-7,1,2,
Rose Of Sharon,Other,Hibiscus sinosyriacus,4-8,4,2,3
Rose Of Sharon. Althaea. Shrub Althea. Hardy Hibiscus,Other,Hibiscus syriacus,5-9,4,2,2
Hawkweed. Narrowleaf hawkweed,Other,Hieracium umbellatum,4-8,1,1,
Rattlesnake Weed,Other,Hieracium venosum,5-9,0,1,
Holy Grass,Other,Hierochloe odorata,6-9,2,2,
Galleta. James' galleta,Other,Hilaria jamesii,5-9,0,0,
Sea Buckthorn. Seaberry,Fruit,Hippophae rhamnoides,5-9,5,5,5
Sea Buckthorn,Other,Hippophae rhamnoides turkestanica,4-8,5,5,5
Willow-Leaved Sea Buckthorn,Other,Hippophae salicifolia,5-9,5,3,5
Creambush. Oceanspray,Other,Holodiscus discolor,4-8,1,2,
Rock Spiraea,Other,Holodiscus dumosus,5-9,1,1,
Sea Sandwort. Seaside sandplant,Other,Honckenya peploides,4-8,3,0,
Two-Rowed Barley,Other,Hordeum distichon,6-9,4,3,
Foxtail Barley. Intermediate barley,Other,Hordeum jubatum,6-9,1,1,0
Barley. Common barley,Other,Hordeum vulgare,5-9,4,3,0
Swamp Hosta,Other,Hosta longissima,6-9,2,0,
August Lily,Other,Hosta plantaginae,4-8,1,1,
Blue plantain lily. Hosta,Other,Hosta ventricosa,4-8,2,1,
Water Violet,Other,Hottonia palustris,3-7,0,1,
Azure bluet or Quaker ladies,Other,Houstonia caerulea,3-7,2,0,3
Tsi. Chameleon. Rainbow Plant. Chameleon Plant,Other,Houttuynia cordata,4-8,4,3,2
Japanese Raisin Tree,Other,Hovenia dulcis,4-8,3,2,3
Japanese Hop,Other,Humulus japonicus,4-8,2,1,0
Hop. Common hop. European Hop.,Other,Humulus lupulus,4-8,4,5,3
Bluebell,Other,Hyacinthoides nonscripta,4-9,0,1,
Hyacinth. Garden hyacinth,Other,Hyacinthus orientalis,6-11,0,0,
Hydrangea,Other,Hydrangea anomala,6-9,3,1,
Seven Barks. Wild hydrangea. Ashy Hydrangea. Snowhill Hydrangea. Smooth Hydrangea,Other,Hydrangea arborescens,4-8,1,3,
French hydrangea . Florist's Hydrangea. Bigleaf Hydrangea,Other,Hydrangea macrophylla,6-9,3,2,3
Panicled hydrangea. Hybrid Hydrangea. PeeGee Hydrangea. Panicle Hydrangea,Other,Hydrangea paniculata,4-8,1,2,
Hydrangea. Mountain Hydrangea. Sawtooth Hydrangea,Other,Hydrangea serrata,3-7,2,0,
Tea of heaven. Ama-tsja.,Other,Hydrangea serrata thunbergii,5-9,3,0,2
Goldenseal,Other,Hydrastis canadensis,4-8,0,3,
Hydrilla. Waterthyme,Other,Hydrilla verticillata,3-7,0,2,0
Water Pennywort. Lawn marshpennywort,Other,Hydrocotyle sibthorpioides,5-9,1,2,
Pennywort,Other,Hydrocotyle vulgaris,4-8,1,0,
John's Cabbage. Bluntleaf waterleaf,Other,Hydrophyllum canadense,4-8,3,0,
Cat's Breeches. Ballhead waterleaf. Alpine waterleaf. Thompson's waterleaf,Other,Hydrophyllum capitatum,4-8,3,0,
Virginia Waterleaf. Eastern waterleaf,Other,Hydrophyllum virginianum,6-9,3,1,
White Henbane,Other,Hyoscyamus albus,4-8,0,4,
Henbane. Black henbane,Other,Hyoscyamus niger,4-8,0,4,0
Tutsan. Sweet-amber. St. Johnswort,Other,Hypericum androsaemum,4-8,0,1,
Great Saint John's Wort,Other,Hypericum ascyron,5-8,1,2,
Rose Of Sharon. Aaron's beard. Creeping Aron's Beard St. Johnswort,Other,Hypericum calycinum,5-9,0,0,
St. Andrews Cross,Other,Hypericum hypericoides,4-8,0,2,
Goldencup St. Johnswort,Other,Hypericum patulum,3-10,0,1,
St. John's Wort. Common St. Johnswort,Other,Hypericum perforatum,6-9,2,4,2
Cat's Ear,Other,Hypochoeris radicata,4-8,2,1,
Hyssop,Other,Hyssopus officinalis,6-9,2,3,5
Rocket Candytuft. Annual candytuft,Other,Iberis amara,6-9,1,2,
Idesia,Other,Idesia polycarpa,3-7,1,0,
Holly. English holl. Christmas Holly. Common Holly. English Holly,Other,Ilex aquifolium,3-9,2,2,4
Large Gallberry,Fruit,Ilex coriacea,4-8,1,0,
Japanese Holly. Box Leaved Holly,Other,Ilex crenata,3-9,1,0,
Inkberry,Fruit,Ilex glabra,5-9,1,0,2
Mochi Tree,Other,Ilex integra,4-8,1,0,
Tarajo,Other,Ilex latifolia,6-9,1,0,
American Holly,Other,Ilex opaca,5-9,2,2,
Kurogane holly,Other,Ilex rotunda,5-9,0,1,
Winterberry. Common winterberry,Fruit,Ilex verticillata,6-7,1,3,
Yaupon Holly.,Other,Ilex vomitoria,4-8,1,1,
Holly,Other,Ilex x altaclerensis,6-12,0,0,
Aniseed Tree. Florida anisetree. Purple Anise. Star Anise. Florida anise,Other,Illicium floridanum,5-10,1,0,
Jewelweed. Ornamental jewelweed,Other,Impatiens glandulifera,4-8,3,1,0
Touch-Me-Not,Other,Impatiens noli-tangere,4-8,3,2,
Cogongrass. Japanese Blood Grass,Other,Imperata cylindrica,4-8,3,3,0
Chinese indigo,Other,Indigofera decora,5-9,2,1,3
Indigo Bush,Other,Indigofera heterantha,4-8,1,0,
Kirilow's indigo. Indigo,Other,Indigofera kirilowii,4-7,0,1,
Indigo,Other,Indigofera pseudotinctoria,6-10,1,0,
Indigo. True Indigo. dye indigo,Other,Indigofera tinctoria,6-10,2,2,4
Xuan Fu Hua. British yellowhead,Other,Inula britannica,4-8,0,3,
Xuan Fu Hua,Other,Inula britannica chinensis,5-9,1,3,
Ploughman's Spikenard,Other,Inula conyza,6-9,0,1,
Elecampane. Elecampane inula,Other,Inula helenium,4-8,3,3,2
Wild Potato Vine. Man of the earth,Other,Ipomoea pandurata,4-10,3,2,2
Common Morning Glory. Tall morning-glory,Other,Ipomoea purpurea,6-9,0,2,0
Skyrocket. Scarlet gilia,Other,Ipomopsis aggregata,6-10,1,2,
Crested Iris. Dwarf crested iris,Other,Iris cristata,3-7,1,1,
Mountain Iris. Douglas iris,Other,Iris douglasiana,5-9,0,0,0
Japanese Water Iris,Other,Iris ensata,3-9,1,1,
Purple Flag. German iris. Orris-root. Tall Bearded German Iris. Bearded Iris,Other,Iris germanica,3-9,1,3,
Orris. Orris-root,Other,Iris germanica florentina,5-9,1,3,
Dalmation Iris. Sweet iris. Fragrant Iris. Zebra Iris,Other,Iris pallida,3-10,2,1,
Yellow Flag. Paleyellow iris,Other,Iris pseudacorus,3-10,1,2,2
Blood iris,Other,Iris sanguinea,6-9,0,1,
Beachhead Iris. Canada beachhead iris. Wild flag,Other,Iris setosa,6-9,1,1,
Siberian Iris,Other,Iris sibirica,5-9,1,1,
Roof Iris. Wall iris. Japanese Roof. White Root Iris,Other,Iris tectorum,5-9,1,0,
Blue Flag. Harlequin blueflag,Other,Iris versicolor,5-8,0,3,
Woad. Dyer's woad,Other,Isatis tinctoria,5-8,2,3,0
Winter-Flowering Jasmin. Winter jasmine,Other,Jasminum nudiflorum,5-8,0,1,
Jessamine. Poet's jasmine,Other,Jasminum officinale,4-8,2,2,
Twinleaf. Rheumatism Root,Other,Jeffersonia diphylla,4-10,0,2,
Hen And Chickens Houseleek,Other,Jovibarba sobolifera,5-9,2,0,
Japanese Walnut,Nuts,Juglans ailanthifolia,5-9,3,1,5
Heartseed Walnut,Nuts,Juglans ailanthifolia cordiformis,4-8,4,1,4
Chinese Walnut,Nuts,Juglans cathayensis,4-8,3,0,
Butternut - White Walnut. Butternut,Nuts,Juglans cinerea,3-7,3,3,3
Hind's Black Walnut. Northern California walnut. Paradox hybrid walnuH,Nuts,Juglans intermedia,5-9,3,0,
Manchurian Walnut,Nuts,Juglans mandschurica,4-8,3,1,
Texas Walnut. Little walnut. Stewart's little walnut,Nuts,Juglans microcarpa,3-7,2,0,
Black Walnut,Nuts,Juglans nigra,4-9,3,3,4
Walnut,Nuts,Juglans regia fallax,5-9,3,0,
Walnut,Nuts,Juglans regia kamaonia,4-8,3,3,
Buartnut,Nuts,Juglans x bisbyi,5-9,3,0,2
Baltic Rush,Other,Juncus balticus,5-8,1,0,
Soft Rush. Common rush. Lamp rush. Pacific rush,Other,Juncus effusus,5-9,1,2,0
Hard Rush. European meadow rush,Other,Juncus inflexus,5-9,0,0,
Chinese Juniper. Sargent juniper,Other,Juniperus chinensis,5-6,0,2,
Juniper. Common juniper,Other,Juniperus communis,3-9,3,3,4
Juniper,Other,Juniperus communis nana,4-8,3,3,4
Shore Juniper,Other,Juniperus conferta,6-9,2,0,3
Syrian Juniper,Other,Juniperus drupacea,5-9,3,0,
Grecian Juniper,Other,Juniperus excelsa,4-8,2,1,3
Creeping Juniper. Horizontal Juniper,Other,Juniperus horizontalis,4-8,2,1,3
One-Seed Juniper,Other,Juniperus monosperma,4-8,3,2,3
Western Juniper,Other,Juniperus occidentalis,4-8,3,2,3
Desert Juniper. Utah juniper,Other,Juniperus osteosperma,3-7,2,2,3
Himalayan Juniper,Other,Juniperus recurva,3-7,1,1,
Temple Juniper. Needle Juniper,Other,Juniperus rigida,3-7,2,1,
Savine. Tam Juniper,Other,Juniperus sabina,4-8,0,2,4
Rocky Mountain Juniper. Weeping Rocky Mountian Juniper. Colorado Red Cedar,Other,Juniperus scopulorum,4-8,3,2,4
Flaky Juniper,Other,Juniperus squamata,4-8,0,1,
Pencil Cedar. Eastern redcedar. Southern redcedar. Silver Cedar. Burk Eastern Red Cedar. Silver East,Other,Juniperus virginiana,5-7,2,2,4
Japanese Aster,Other,Kalimeris pinnatifida,4-8,1,0,
Mountain Laurel. Calico Bush. Ivy,Other,Kalmia latifolia,5-9,0,2,
Tree Aralia. Castor aralia,Other,Kalopanax septemlobus,3-10,2,1,
Bachelor's Button. Japanese rose. Jew's Mallow. Japanese Kerria,Other,Kerria japonica,3-9,1,1,
Field Scabious. Field scabiosa,Other,Knautia arvensis,5-8,0,2,
Red Hot Poker . Common Torch Lily. Torch Lily. Poker Plant. Tritoma,Other,Kniphofia uvaria,4-8,0,0,
Golden Rain Tree. Varnish Tree,Other,Koelreuteria paniculata,3-7,2,1,
Scotch Laburnum. Alpine Bea Tree. Alpine Golden Chain Tree,Other,Laburnum alpinum,3-7,0,1,
Laburnum. Golden chain tree,Other,Laburnum anagyroides,5-9,0,1,4
Perennial Lettuce,Other,Lactuca perennis,3-7,3,2,
Lettuce. Garden lettuce,Other,Lactuca sativa,6-9,3,3,1
Celtuce,Other,Lactuca sativa angustana,5-9,3,3,
Cabbage Lettuce,Other,Lactuca sativa capitata,5-9,3,3,
Cutting Lettuce,Other,Lactuca sativa crispa,6-9,3,3,
Cos Lettuce,Other,Lactuca sativa longifolia,5-9,3,3,
Prickly Lettuce,Other,Lactuca serriola,5-9,2,3,0
Wild Lettuce. Bitter lettuce,Other,Lactuca virosa,5-9,1,3,
White Dead Nettle,Other,Lamium album,5-9,2,3,3
Yellow Archangel,Other,Lamium galeobdolon,3-6,2,1,3
Red Dead Nettle. Purple deadnettle,Other,Lamium purpureum,6-9,2,1,0
Nipplewort. Common nipplewort,Other,Lapsana communis,6-9,2,0,0
Larch. European Larch. Common Larch,Other,Larix decidua,5-9,2,3,
Japanese Larch,Other,Larix kaempferi,5-9,0,0,
Sub-Alpine Larch,Other,Larix lyallii,6-9,1,0,
Western Larch,Other,Larix occidentalis,5-9,2,2,
Larch,Other,Larix potaninii,5-9,0,0,
Dunkeld Hybrid Larch,Other,Larix x marschlinsii,5-9,0,0,
Beach Pea. Smallflower beach pea,Other,Lathyrus japonicus,5-9,2,0,
Beach Pea,Other,Lathyrus japonicus maritimus,5-9,2,0,3
Perennial Sweet Pea. Perennial pea,Other,Lathyrus latifolius,5-9,1,0,2
Bitter Vetch,Other,Lathyrus linifolius montanus,4-8,2,0,3
Sweet Pea. Wild Pea.Vetchling,Other,Lathyrus odoratus,5-9,1,0,3
Bush Vetchling,Other,Lathyrus ornatus,5-8,1,1,
Slenderstem Peavine. Marsh pea,Other,Lathyrus palustris,6-8,1,0,
Meadow Vetchling,Other,Lathyrus pratensis,3-8,0,1,
Flat pea. Wood pea,Other,Lathyrus sylvestris,4-7,0,0,3
Earthnut Pea. Tuberous sweetpea,Nuts,Lathyrus tuberosus,3-7,5,0,3
English Lavender. True Lavender,Other,Lavandula angustifolia,5-9,2,3,5
Spike Lavender. Broadleaved lavender,Other,Lavandula latifolia,4-8,2,2,5
Lavender. Lavandin,Other,Lavandula x intermedia,4-8,2,2,5
Corkwood,Other,Leitneria floridana,6-9,0,0,
Gibbous Duckweed. Swollen duckweed. Windbags. Duckweed,Other,Lemna gibba,4-8,3,0,
Duckweed. Common duckweed,Other,Lemna minor,5-9,1,2,3
Star Duckweed,Other,Lemna trisulca,4-8,0,1,
Rakaf,Other,Leontice leontopetalum,5-9,1,1,
Rough Hawkbit. Bristly hawkbit,Other,Leontodon hispidus,4-8,2,1,
Edelweiss,Other,Leontopodium alpinum,4-8,0,1,
Motherwort. Common motherwort,Other,Leonurus cardiaca,4-8,2,3,0
Chinese Motherwort. Honeyweed,Other,Leonurus sibiricus,4-8,2,3,
Dittander. Broadleaved pepperweed,Herbs,Lepidium latifolium,4-8,3,1,0
Cress. Gardencress pepperweed,Herbs,Lepidium sativum,4-8,3,1,
Perennial Lepidium,Other,Lepidium spp.,4-8,5,3,0
Lespedeza. Shrub lespedeza,Other,Lespedeza bicolor,5-9,3,0,4
