Name4,SName4,Family4,Genus4,Species4,Native4,Naturalized4,CoC4,Endemic4,Persisting4,Category4,Habitat4,GrowthHabit4,Duration4,Status_State4,Status_US4,Scientific_Name_With_Authors,Species_Author,Infraspecies,Infraspecies_Author
Gray s sedge,Carex grayi,Cyperaceae,Carex,grayi,Y,,7,N,Y,Vascular,Floodplain forests and thickets. and stream and river edges.  A species that is almost entirely restricted to a very distinct niche; wet deciduous forested floodplains in deep alluvium.,Herbaceous,Perennial,,,Carex grayi J. Carey,J. Carey,,
gray sedge,Carex grisea,Cyperaceae,Carex,grisea,Y,,5,N,Y,Vascular,Floodplain forests. forested banks of streams and rivers. seepy areas. and mesic forested slopes. Mostly in association with floodplains in deep alluvium but occasionally occurring up slope in thinner soils. Perhaps more common but not restricted to calcareous soils.,Graminoid,Perennial,,,Carex grisea Wahlenb.,Wahlenb.,,
smooth-fruited hirsute sedge,Carex hirsutella,Cyperaceae,Carex,hirsutella,Y,,2,N,Y,Vascular,Dry-mesic to mesic forests. woodlands. fields. and pastures. Similar habitat to C. swanii and C. virescens except more frequent in open non-forested habitats such as fields.,Graminoid,Perennial,,,Carex hirsutella Mack.,Mack.,,
pubescent sedge,Carex hirtifolia,Cyperaceae,Carex,hirtifolia,Y,,5,N,Y,Vascular,Thickets. edges of forests. and rich hardwood forests. An odd species in terms of its habitat preferences. It can be quite weedy and abundant at sites but primarily in upland rich thickets. It general does not occur in open habitats and is less frequent in fully mature forests.,Graminoid,Perennial,,,Carex hirtifolia Mack.,Mack.,,
Hitchcock s sedge,Carex hitchcockiana,Cyperaceae,Carex,hitchcockiana,Y,,8,N,Y,Vascular,Rich hardwood forests. Often occurring on calcareous soils or bedrock with diverse and dense adjacent herbaceous vegetation.,Graminoid,Perennial,,,Carex hitchcockiana Dewey,Dewey,,
porcupine sedge,Carex hystericina,Cyperaceae,Carex,hystericina,Y,,5,N,Y,Vascular,Marshes. rich fens. edges of ponds and streams. wet fields. and opening in swamps. A relatively frequent species in high pH open wet sites.,Graminoid,Perennial,,,Carex hystericina Muhl. ex Willd.,Muhl. ex Willd.,,
inland sedge,Carex interior,Cyperaceae,Carex,interior,Y,,7,N,Y,Vascular,Fens. swamps. shrub swamps. marshes. wet fields. and edges of streams. Very common in calcareous soils but also occurring. although less frequently. in less calcareous sites. Also it does not grow in the most acidic soils and prefers open sites.,Graminoid,Perennial,,,Carex interior L.H. Bailey,L.H. Bailey,,
lake sedge,Carex lacustris,Cyperaceae,Carex,lacustris,Y,,5,N,Y,Vascular,Fens. marshes. sedge meadows. edges of streams. shrub swamps. and openings in forested swamps. Sometimes forming extensive monospecific thickets. Prefers rich calcareous soils although it is not restricted to these sites. Often occurs with few fertile culms and the amount of flowering/fruiting appears to be either cyclical or dependant on seasonal climatic events.,Graminoid,Perennial,,,Carex lacustris Willd.,Willd.,,
smooth-sheathed sedge,Carex laevivaginata,Cyperaceae,Carex,laevivaginata,Y,,7,N,Y,Vascular,Swamps. marshes. seepage areas. and bottomland wetlands. Mostly in calcareous soils that are saturated. It does particularly well in mucky seepages.,Graminoid,Perennial,,,Carex laevivaginata (Kük.) Mack.,(Kük.) Mack.,,
woolly-fruited sedge,Carex lasiocarpa ssp. americana,Cyperaceae,Carex,lasiocarpa,Y,,9,N,Y,Vascular,Rich swamps. fens. pond edges. and inland salt marshes. In both acidic and high pH sites. it often occurs in standing water.,Graminoid,Perennial,,,Carex lasiocarpa Ehrh. ssp. americana (Fernald) D. Love & J.-P. Bernard,Ehrh.,ssp. americana,(Fernald) D. Love & J.-P. Bernard
spreading sedge,Carex laxiculmis var. laxiculmis,Cyperaceae,Carex,laxiculmis,Y,,5,N,Y,Vascular,Hardwood forests. thickets. fields. and roads and paths thought forests. Often on heavy clay in seasonally flooded or poorly drained soils but also in more mesic sites. Occurring in slightly calcareous to acidic soils but usually not on deep loamy soils. More weedy than var. copulata.,Graminoid,Perennial,,,Carex laxiculmis Schwein. var. laxiculmis,Schwein.,var. laxiculmis,
loose-flowered sedge,Carex laxiflora,Cyperaceae,Carex,laxiflora,Y,,7,N,Y,Vascular,Hardwood forests. forest edges. and thickets. Mostly in dry to mesic but also in wet-mesic soils that range from fairly acidic to basic. Usually not in the poorest soils. Sometimes a little weedy on roads and trails but not as much as C. blanda.,Graminoid,Perennial,,,Carex laxiflora Lam.,Lam.,,
bristle-stalked sedge,Carex leptalea,Cyperaceae,Carex,leptalea,Y,,8,N,Y,Vascular,Rich fens. hummocks in swamps. wet forests. edges of small streams. and seepage areas. Does particularly well in calcareous wetlands but also occurs in more neutral or acidic sites.,Graminoid,Perennial,,,Carex leptalea Wahlenb.,Wahlenb.,,
northern woodland sedge,Carex leptonervia,Cyperaceae,Carex,leptonervia,Y,,7,N,Y,Vascular,Mesic hardwood or coniferous-hardwood forests. More common in cooler and more northern parts of New York.,Graminoid,Perennial,,,Carex leptonervia (Fernald) Fernald,(Fernald) Fernald,,
mud sedge,Carex limosa,Cyperaceae,Carex,limosa,Y,,9,N,Y,Vascular,Peaty open wetlands including medium to poor fens and bogs. and peaty riparian habitats.,Graminoid,Perennial,,,Carex limosa L.,L.,,
hop sedge,Carex lupulina,Cyperaceae,Carex,lupulina,Y,,7,N,Y,Vascular,Present in most swamps although usually in low numbers. Hardwood swamps. openings in swamps. shrub swamps. wet floodplain forests. edges of streams. thickets. marshes. ditches. and swales. Often occurs in standing water and prefers the hollows. as opposed to the hummocks. in swamps.,Graminoid,Perennial,,,Carex lupulina Willd.,Willd.,,
sallow sedge,Carex lurida,Cyperaceae,Carex,lurida,Y,,4,N,Y,Vascular,Marshes. openings in swamps. ditches and swales. wet fields. edges of streams and ponds. peaty acidic wetlands. and occasionally in calcareous wet habitats. A very common species that occurs in a wide variety of wetland sites that are mostly open and often acidic although it can occasionally be found in more basic sites.,Graminoid,Perennial,,,Carex lurida Wahlenb.,Wahlenb.,,
Mead s sedge,Carex meadii,Cyperaceae,Carex,meadii,Y,,10,N,Y,Vascular,,Graminoid,Perennial,Endangered-State,,Carex meadii Dewey,Dewey,,
large straw sedge,Carex normalis,Cyperaceae,Carex,normalis,Y,,1,N,Y,Vascular,A fairly common member of section Ovales at least in parts of New York. It occurs in a wide variety of habitats that are dry to wet and open or shaded. Gravel pits. roadsides. seepy wet forests. floodplain thickets. abandoned railroad grades. and openings in forests.,Graminoid,Perennial,,,Carex normalis Mack.,Mack.,,
New England sedge,Carex novae-angliae,Cyperaceae,Carex,novae-angliae,Y,,7,N,Y,Vascular,Coniferous. hardwood. and coniferous-hardwood mesic forests. forest edges. paths and dirt roads through forests. graminoid dominated bluffs. and rarely in wetter habitats such as edges of forested seeps. Primarily in at least somewhat shaded cool habitats. Mostly in the northern part of New York. becoming quite rare or absent in other parts of the state.,Graminoid,Perennial,,,Carex novae-angliae Schwein.,Schwein.,,
few-fruited sedge,Carex oligocarpa,Cyperaceae,Carex,oligocarpa,Y,,7,N,Y,Vascular,Rich mesic hardwood forests. forest edges. and utility rights-of-way. Mostly grows in forested habitat but occasionally occurs in adjacent open habitats. Occurs on calcareous soils or bedrock. Not rare but also a not very common sedge in New York and often restricted to relatively small populations.,Graminoid,Perennial,,,Carex oligocarpa Willd.,Willd.,,
few-seeded sedge,Carex oligosperma,Cyperaceae,Carex,oligosperma,Y,,10,N,Y,Vascular,Bogs and poor fens. Fairly scattered and local in New York but populations can be quite extensive. Plants are thin and do not form dense patches.,Graminoid,Perennial,Rare-State,,Carex oligosperma Michx.,Michx.,,
pale sedge,Carex pallescens,Cyperaceae,Carex,pallescens,Y,,1,N,Y,Vascular,hayfields. successional fields. pastures. native grasslands. thickets. edges of forests. and utility rights-of-way. Can be very common in fields and open habitats.,Graminoid,Perennial,,,Carex pallescens L.,L.,,
few-flowered sedge,Carex pauciflora,Cyperaceae,Carex,pauciflora,Y,,10,N,Y,Vascular,Acidic peatlands including open bogs and less frequently bogs with some tree canopy cover. Primarily a plant of very open acidic peaty soils often on Sphagnum spp.,Graminoid,Perennial,,,Carex pauciflora Lightf.,Lightf.,,
long-stalked sedge,Carex pedunculata ssp. pedunculata,Cyperaceae,Carex,pedunculata,Y,,6,N,Y,Vascular,Calcareous or rich often deep mesic soils on lower and middle slopes of hardwood forests and edges of small streams. Does particularly well over calcareous bedrock and soils and can be a dominant plant in the herbaceous layer.,Graminoid,Perennial,,,Carex pedunculata Muhl. ex Willd. ssp. pedunculata,Muhl. ex Willd.,ssp. pedunculata,
woolly sedge,Carex pellita,Cyperaceae,Carex,pellita,Y,,4,N,Y,Vascular,Marshes. wet fields. clearings in forests. Lake Ontario sand dunes. ditches. and rarely peatlands. Generally in non-peaty wetlands and preferring calcareous soils.,Graminoid,Perennial,,,Carex pellita Willd.,Willd.,,
Pennsylvania sedge,Carex pensylvanica,Cyperaceae,Carex,pensylvanica,Y,,6,N,Y,Vascular,"Dry-mesic to mesic hardwood forests. rocky summits. rocky slopes. shale and fine talus slopes. bluffs. and barrens. Usually not in the most acidic poor soils. In at least slightly more mineral rich soils than C. lucorum and the two taxa rarely occur together. Often forming extensive ""lawns"" in somewhat open oak and hickory dominated forests on middle slopes. upper slopes. and crests.",Graminoid,Perennial,,,Carex pensylvanica Lam.,Lam.,,
plantain-leaved sedge,Carex plantaginea,Cyperaceae,Carex,plantaginea,Y,,7,N,Y,Vascular,Rich hardwood forests. Often occurs low on slopes and in non-weedy floodplains of small streams. Associated with deep rich and/or calcareous soils or calcareous bedrock.,Graminoid,Perennial,,,Carex plantaginea Lam.,Lam.,,
broad-leaved sedge,Carex platyphylla,Cyperaceae,Carex,platyphylla,Y,,7,N,Y,Vascular,Forests. woodlands. and bluffs. Prefers rich. although not always deep. rocky soils and usually grows high or on crests of slopes. often without dense adjacent herbaceous vegetation. In higher elevations and the more northern parts of New York. it becomes quite restricted to rich sites.,Graminoid,Perennial,,,Carex platyphylla J. Carey,J. Carey,,
elegant drooping sedge,Carex prasina,Cyperaceae,Carex,prasina,Y,,8,N,Y,Vascular,Mucky forested seeps. edges of small forested streams. marshes. and occasionally in rich peaty open wetlands. A characteristic plant of the edges of small slow moving streams and forested seeps. In these habitats it often forms dense linear patches.,Graminoid,Perennial,,,Carex prasina Wahlenb.,Wahlenb.,,
necklace sedge,Carex projecta,Cyperaceae,Carex,projecta,Y,,4,N,Y,Vascular,Seeps in forests. swamps. edges of small streams. and seepy more open wetlands. It does particularly well in seepage areas. More common in the northern and cooler parts of the state.,Herbaceous,Perennial,,,Carex projecta Mack.,Mack.,,
cyperus-like sedge,Carex pseudocyperus,Cyperaceae,Carex,pseudocyperus,Y,,6,N,Y,Vascular,Swamps. marshes. and roadside ditches. Perhaps somewhat local at least in parts of New York with the similar C. comosa being much more common.,Graminoid,Perennial,,,Carex pseudocyperus L.,L.,,
narrow-leaved upland star sedge,Carex radiata,Cyperaceae,Carex,radiata,Y,,7,N,Y,Vascular,Rich forests. alluvial forests. and occasionally on the edges of swamps. Grows in mesic to seasonally wet soils.,Graminoid,Perennial,,,Carex radiata (Wahlenb.) Small,(Wahlenb.) Small,,
reflexed sedge,Carex retroflexa,Cyperaceae,Carex,retroflexa,Y,,7,N,Y,Vascular,Forests. edges of forests. rocky slopes. woodlands. and fields. Prefers dry-mesic oak-hickory forests with calcareous soils but also occurs in more mesic forests. Often found on edges of paths. in logging roads. and slightly disturbed soils.,Graminoid,Perennial,Threatened-State,,Carex retroflexa Muhl. ex Willd.,Muhl. ex Willd.,,
backward-fruited sedge,Carex retrorsa,Cyperaceae,Carex,retrorsa,Y,,6,N,Y,Vascular,Marshes; edges of streams. rivers. and ponds; openings in swamps; and swales. Perhaps most common in open marsh habitat which is at least seasonally inundated.,Graminoid,Perennial,,,Carex retrorsa Schwein.,Schwein.,,
common upland star sedge,Carex rosea,Cyperaceae,Carex,rosea,Y,,7,N,Y,Vascular,Very common in dry to mesic young successional forests to more mature forests on various soil types.,Graminoid,Perennial,,,Carex rosea Schkuhr ex Willd.,Schkuhr ex Willd.,,
Sartwell s sedge,Carex sartwellii,Cyperaceae,Carex,sartwellii,Y,,9,N,Y,Vascular,Sometimes in dense large stands and often mostly vegetative. Rich fens and rich swamps sometimes on the edges of ponds in these habitats.,Graminoid,Perennial,Endangered-State,,Carex sartwellii Dewey,Dewey,,
rough sedge,Carex scabrata,Cyperaceae,Carex,scabrata,Y,,8,N,Y,Vascular,Forested seeps. wet areas in forests. and edges of very small streams. It also occasionally occurs in other wetland habitats. This species occurs predominately in the very specific niche of mucky seepage areas in hardwood forests or Thuja occidentalis swamps. It often fills the entire seepage area with evenly spaced culms via its long rhizomes.,Graminoid,Perennial,,,Carex scabrata Schwein.,Schwein.,,
Schweinitz s sedge,Carex schweinitzii,Cyperaceae,Carex,schweinitzii,Y,,9,N,Y,Vascular,New York is one of the core areas for this globally rare species. Strongly calcareous. perennial wet. seepy habitats often in association with rich fens. It is commonly found on edges of fens. It also occurs in calcareous marshes. swamps. and shores. It does particularly well in and on the margins of rivulets and small drainage channels that have strongly calcareous water. This includes perennially wet roadside ditches which act as drainage channels.,Graminoid,Perennial,Threatened-State,,Carex schweinitzii Dewey ex Schwein.,Dewey ex Schwein.,,
pointed broom sedge,Carex scoparia,Cyperaceae,Carex,scoparia,Y,,1,N,Y,Vascular,One of the most common section Ovales sedges. Wet to dry fields. marshes. roadsides. stream and pond edges. and wet depressions. Grows in both acidic and somewhat calcareous soils.,Graminoid,Perennial,,,Carex scoparia Schkuhr ex Willd.,Schkuhr ex Willd.,,
weak stellate sedge,Carex seorsa,Cyperaceae,Carex,seorsa,Y,,8,N,Y,Vascular,Acidic hardwood swamps. seepy wet forests. peaty shrublands. and pond edges. It can often be found in small pocket wetlands dominated by shrubs and some Acer rubrum. It mostly grows in some shade.  Restricted to acidic wetlands. Perhaps most common in southeastern New York.,Herbaceous,Perennial,,,Carex seorsa Howe,Howe,,
dry-spiked sedge,Carex siccata,Cyperaceae,Carex,siccata,Y,,8,N,Y,Vascular,Openings in forests and woodlands. and rocky summits. In graminoid dominated habitats.,Graminoid,Perennial,,,Carex siccata Dewey,Dewey,,
bur-reed sedge,Carex sparganioides,Cyperaceae,Carex,sparganioides,Y,,6,N,Y,Vascular,Bottomland and alluvial forests. forests. and forest edges. Mostly in mesic rich soils. More common and a little more variable in its habitat preferences than the closely related C. cephaloidea.,Graminoid,Perennial,,,Carex sparganioides Muhl. ex Willd.,Muhl. ex Willd.,,
awl-fruited sedge,Carex stipata var. stipata,Cyperaceae,Carex,stipata,Y,,5,N,Y,Vascular,Very common in wet forests. marshes. edges of ponds. and open wet habitats.,Graminoid,Perennial,,,Carex stipata Muhl. ex Willd. var. stipata,Muhl. ex Willd.,var. stipata,
curved style sedge,Carex styloflexa,Cyperaceae,Carex,styloflexa,Y,,10,N,Y,Vascular,Mesic to seasonally flooded hardwood forests often adjacent to small drainages or creeks with deep soils.,Graminoid,Perennial,Endangered-State,,Carex styloflexa Buckley,Buckley,,
Swan s sedge,Carex swanii,Cyperaceae,Carex,swanii,Y,,7,N,Y,Vascular,Dry-mesic to mesic forests. Usually in forests of a southern affinity with oaks dominant and often occurs on the upper slopes and crests. The forest canopy can be a little open and the adjacent herbaceous layer is usually not very dense.,Graminoid,Perennial,,,Carex swanii (Fernald) Mack.,(Fernald) Mack.,,
slender sedge,Carex tenera,Cyperaceae,Carex,tenera,Y,,2,N,Y,Vascular,Thin forests. fields. pastures. roadsides. and railroad edges. Mostly in dry to dry-mesic sandy or rocky soils.,Herbaceous,Perennial,,,Carex tenera Dewey,Dewey,,
sparse-flowered sedge,Carex tenuiflora,Cyperaceae,Carex,tenuiflora,Y,,10,N,Y,Vascular,,Graminoid,Perennial,Endangered-State,,Carex tenuiflora Wahlenb.,Wahlenb.,,
rigid sedge,Carex tetanica,Cyperaceae,Carex,tetanica,Y,,8,N,Y,Vascular,Rich fens and calcareous swamps. Occurs in both open and closed canopy very rich wet calcareous sites.,Herbaceous,Perennial,,,Carex tetanica Schkuhr,Schkuhr,,
twisted sedge,Carex torta,Cyperaceae,Carex,torta,Y,,8,N,Y,Vascular,On the edges and in perennial rocky streams and rivers. The niche for this species is very precise and it usually can be found in the appropriate niche. It grows in small to large streams often rooting adjacent to cobbles and boulders. It regularly gets flooded with high water.,Graminoid,Perennial,,,Carex torta Boott,Boott,,
